tree_cover_sd_100_500,tree_cover_sd_100_1k,reserve_name
6.87335795016734,8.33656352592817,Mokala National Park
14.3330776350708,18.955107420812,Addo-Elephant National Park
3.26749081433625,4.18567856005846,Mountain Zebra National Park
13.2062395735993,17.1928052749697,Camdeboo National Park
4.85058304832518,6.8591961081549,Agulhas National Park
3.04357471440757,4.63259657529008,Bontebok National Park
3.47038151153478,4.48708959750754,Golden Gate Highlands National Park
7.00116788197003,9.04242905716165,Karoo National Park
9.97922710315069,12.714522127593,Marakele National Park
7.66669256353727,9.04955531188028,Kruger National Park
0.446677052070501,0.546576306978184,Vaalbos National Park
0.122526441828754,0.153402107406527,Kalahari Gemsbok National Park
3.75532897184353,4.8267373309718,Mapungupwe National Park
2.34817901879157,2.99816875867398,Augrabies Falls National Park
0.225352718823953,0.359796560199718,Meerkat National Park
1.53315300696451,2.07395521912864,Tankwa-Karoo National Park
12.0073608098317,15.1865241005923,West Coast National Park
0.455664598674593,0.666036678028607,Namaqua National Park
17.1540825287703,22.8506253274939,Garden Route National Park
15.1767792816613,19.4767558470933,reserve_20
18.3985943621583,22.363684091422,reserve_21
5.5239688051048,5.75519023689425,reserve_22
7.22024388880649,9.20969036494017,reserve_23
16.150188381613,18.8572793738277,reserve_24
22.9338748310717,28.2761562558149,reserve_25
17.6598042873713,22.8423718491041,reserve_26
17.9016088159846,21.8454203927725,reserve_27
18.1180193605014,26.449020588571,reserve_28
16.7439175717573,17.9763242796137,reserve_29
9.4684383173364,12.5421696951471,reserve_30
7.62551574166517,10.300182927401,reserve_31
11.2230936430466,12.5639732154458,reserve_32
9.61830387926722,10.7300582473588,reserve_33
17.84540952452,20.9609715664034,reserve_34
7.71163481687449,8.64171421832107,reserve_35
1.13637896105414,1.48942118259912,reserve_36
3.21302518333644,3.30640511761733,reserve_37
5.07240496292588,4.53150460014287,reserve_38
17.9734877176784,20.2872856027633,reserve_39
18.7549900199309,23.164256976029,reserve_40
11.6293525001717,14.4049157121709,reserve_41
15.0370758107982,18.2562816737971,reserve_42
13.8717032254899,16.0196369088412,reserve_43
20.5659740566586,23.8124794896276,reserve_44
10.4361411029675,14.6581162706614,reserve_45
15.5061254974478,16.4961972161348,reserve_46
18.8602047214384,20.8798373834649,reserve_47
10.7057587966581,12.435617211379,reserve_48
8.120001849316,10.452187765744,reserve_49
11.0407529963105,12.9445861617957,reserve_50
5.42905670728493,5.71803555056923,reserve_51
0.455625185590751,0.655699823202599,reserve_52
1.61302809060467,2.17776525491702,reserve_53
0.483514286309429,0.699429603965851,reserve_54
1.42856224965928,1.63595223531262,reserve_55
1.4559077599374,2.14248488214809,reserve_56
1.33087564423926,1.65750694800763,reserve_57
1.23697850357601,1.35676764983992,reserve_58
1.04740682098297,1.48183260271842,reserve_59
7.21604013818868,7.62731101688343,reserve_60
1.21790702636342,1.44297318088006,reserve_61
0.873828509655074,1.04392971452868,reserve_62
0.292487246518782,0.451095408312487,reserve_63
19.0970894934571,24.0736111897321,reserve_64
3.36469275584569,4.69468168687519,reserve_65
0.589647166812995,1.14516695527603,reserve_66
9.42016295808289,10.791618795472,reserve_67
8.3715483473052,10.2419374755782,reserve_68
21.8557911063769,27.2692228846715,reserve_69
2.74220921229409,3.82394464482919,reserve_70
8.22789224425162,10.3613711258352,reserve_71
2.72214768305119,4.04386182044444,reserve_72
4.30114321992883,5.41804366063133,reserve_73
6.93663914521942,8.88527195254442,reserve_74
5.0609317749089,6.59823028370366,reserve_75
8.32587233174236,11.2403343536134,reserve_76
6.01483948946228,6.33707820769275,reserve_77
12.357628891739,14.8085731256944,reserve_78
9.58283980905654,12.6381157083863,reserve_79
1.12864923466929,2.34543582599209,reserve_80
29.9740840917646,36.1055466254357,reserve_81
13.508976028857,12.7172516223135,reserve_82
3.07244768938657,4.35037049539058,reserve_83
19.4545633786455,22.8082946186261,reserve_84
7.33896107949634,10.3490216346202,reserve_85
1.70239732568389,2.67909734035659,reserve_86
8.8114876736585,10.904427361203,reserve_87
3.00705771927523,3.62245326567118,reserve_88
4.73739361173426,6.2378378430914,reserve_89
9.81324184721269,11.571682011341,reserve_90
3.1040352970446,4.1536398590929,reserve_91
0.510760443973303,0.779966824521362,reserve_92
0.180344204869251,0.361031247449229,reserve_93
0.26492811608726,0.381311661714395,reserve_94
0.334109818631136,0.414203568811359,reserve_95
0.290720289423318,0.494180518956367,reserve_96
19.6606997434062,23.662339421788,reserve_97
21.1430439314787,22.9185535496874,reserve_98
10.5664666162203,11.7829067979565,reserve_99
14.2517183448334,15.5462658001583,reserve_100
17.9378546253654,21.1339546813454,reserve_101
17.7370262581353,21.0365177719674,reserve_102
3.22754553904379,4.2769120808164,reserve_103
19.7592406797643,25.3749794042428,reserve_104
15.5613293611777,18.2785033511094,reserve_105
12.906472729608,15.1699569937709,reserve_106
16.125955897462,18.1058599976867,reserve_107
16.049068203473,16.4194445248403,reserve_108
17.8590715114528,21.8038761281688,reserve_109
15.1151809637273,18.4666245884031,reserve_110
19.1115862440179,25.096390016392,reserve_111
8.20568978005779,10.0242687883654,reserve_112
0.26147108819763,0.349004804843661,reserve_113
0.954701328954749,1.23240136391231,reserve_114
16.153142260112,20.1786672041199,reserve_115
6.98241999218861,8.17406692453334,reserve_116
5.79825913198548,8.66216276083768,reserve_117
7.26605571252993,10.8735885308639,reserve_118
11.0118447940922,13.1936633816791,reserve_119
0.451865403982563,0.49395307094494,reserve_120
20.4974964577367,28.3755379844107,reserve_121
8.69607359120435,13.0989077283426,reserve_122
0.201029892345468,0.357441268838016,reserve_123
0.0555964178783684,0.103012707051137,reserve_124
1.50250146119143,1.88516514566931,reserve_125
2.49653749836611,4.21604128624309,reserve_126
20.1988301809168,23.6555757664366,reserve_127
31.0054941268709,35.7645226190627,reserve_128
6.90617178266759,8.64942221232097,reserve_129
11.8197688224388,16.6078701279443,reserve_130
0.41737457016147,0.670801347385892,reserve_131
16.7237503186259,19.2819319015227,reserve_132
10.0125720177593,12.2002102272869,reserve_133
14.668272711438,17.7589005522064,reserve_134
15.3394904540678,18.9032380796382,reserve_135
19.3537847001849,22.9528520625069,reserve_136
2.36596157728246,2.85357365512865,reserve_137
1.20905210649556,1.728970015327,reserve_138
23.553422642006,27.2512483494881,reserve_139
32.8531962992349,32.9729829594732,reserve_140
17.9827838395659,20.4885421546351,reserve_141
20.916439100073,25.6777372473071,reserve_142
10.2758222309504,13.2072691276784,reserve_143
27.8720867159371,30.889996178887,reserve_144
1.9391370500653,2.75507270567638,reserve_145
10.1733974313484,12.2121271854081,reserve_146
13.8388390932892,16.7598902186522,reserve_147
1.45349699227137,1.88711033320871,reserve_148
2.01256224827019,2.78050198714863,reserve_149
7.39455052432904,9.39521536227299,reserve_150
14.4503489436345,19.0268604973688,reserve_151
15.9209798921871,18.3958747954852,reserve_152
1.05190057940278,2.80247194173389,reserve_153
3.55291661456559,4.60718165468182,reserve_154
2.88206971031398,4.00264619975093,reserve_155
24.2598108755095,25.5946805477191,reserve_156
3.43431294985378,3.95848498116488,reserve_157
0.220033659228469,0.398914836482449,reserve_158
13.9866666768124,19.0513346042358,reserve_159
26.9016086050771,24.1541727538332,reserve_160
3.39815540855011,4.26266301795358,reserve_161
15.4022823136856,17.9520131428427,reserve_162
25.8594728233121,30.5710888503539,reserve_163
1.35734099139927,2.0085993037457,reserve_164
21.5401146748778,24.0872106369243,reserve_165
0.793195489565561,1.4568754222057,reserve_166
7.61573434511655,10.0000975486238,reserve_167
7.07516495663966,7.87823020738426,reserve_168
1.98382887028391,2.80390175646139,reserve_169
3.15026626830464,4.72894792329797,reserve_170
8.73360717435586,9.58327955904326,reserve_171
4.16055220540145,5.7148548819588,reserve_172
0.31325780107097,0.419629712675814,reserve_173
9.52335773005814,11.5897668356712,reserve_174
0.0760443938951794,0.139982424049323,reserve_175
2.56523477726586,3.86317067206997,reserve_176
5.83812663162698,7.94750307784837,reserve_177
23.1905474511565,27.3412494635614,reserve_178
22.2999372920943,27.4443563658508,reserve_179
20.7168978169419,25.8380186961018,reserve_180
7.40015326592649,10.123260026259,reserve_181
22.501008032477,26.9259745421786,reserve_182
18.8470594926067,26.5076838807883,reserve_183
6.14037172985202,7.50295867264258,reserve_184
13.5516283563316,13.8984542671275,reserve_185
17.8662929751536,21.12206244162,reserve_186
17.3458193384936,20.4533361905802,reserve_187
14.4335626270039,16.3091203716674,reserve_188
6.15103955968029,7.14453571649551,reserve_189
17.3557787938107,24.0886949963015,reserve_190
17.8689150072676,21.0933142505058,reserve_191
24.5405655789284,28.9683737590239,reserve_192
14.0545241848507,16.6710115523789,reserve_193
13.3281106937579,16.0477167776658,reserve_194
25.09921546449,25.1100446993565,reserve_195
9.48625273900341,12.7896196096847,reserve_196
22.2867373887643,27.1772298695844,reserve_197
10.5095011712017,11.1927945534133,reserve_198
12.1369261586582,16.0354789228456,reserve_199
16.228716409205,18.6164319501352,reserve_200
15.6458436476618,18.702257819651,reserve_201
13.7985872041203,15.9819486453512,reserve_202
15.0444630427938,17.9150293059576,reserve_203
19.4612106181925,21.3293831896964,reserve_204
10.1821419003294,13.4945710998188,reserve_205
12.267329582212,15.33002960793,reserve_206
13.1105544096899,14.4166882335679,reserve_207
15.6970146161844,19.3656511969552,reserve_208
16.405153103168,18.7292034626935,reserve_209
15.5783349108981,18.797573340055,reserve_210
9.74983964523258,12.2668694765491,reserve_211
13.9666481017733,16.87181327072,reserve_212
17.0390987975741,19.9000991789776,reserve_213
11.6441899616985,13.9678737790215,reserve_214
11.7695923951651,14.8777987651863,reserve_215
9.71448399234452,10.9422183290637,reserve_216
10.5549581997935,12.5718652863368,reserve_217
17.5843515123034,20.9942406620805,reserve_218
13.3575973899825,15.8041299754109,reserve_219
8.04933308147034,12.3011556723518,reserve_220
8.74768523926561,9.99576959406592,reserve_221
0.273376415633933,0.333988903878051,reserve_222
16.970309068232,20.6246098437852,reserve_223
16.268746227542,18.8497395980631,reserve_224
12.6414829480777,14.5050141770751,reserve_225
16.7475040259446,19.3834787008523,reserve_226
8.39182460663184,10.7961606863853,reserve_227
4.96716652780674,6.42482180238815,reserve_228
4.97184553102662,7.43147153807774,reserve_229
8.65990040914715,11.4514825528855,reserve_230
17.0229288577517,19.321603516138,reserve_231
7.7231079580533,9.96285313724069,reserve_232
15.1966204727502,17.3936685530735,reserve_233
18.8496185342362,22.8150147096923,reserve_234
11.4213512738111,14.1527742673162,reserve_235
16.3820809556635,18.6992422514575,reserve_236
7.44505957492537,8.79608762101218,reserve_237
11.9073509267927,12.9058401803337,reserve_238
2.1807808606334,2.43039325189629,reserve_239
17.5334499298988,19.8863286838265,reserve_240
15.9050405853151,21.331906139729,reserve_241
18.7257734954793,23.2753249703843,reserve_242
17.9526894244726,18.5368328593039,reserve_243
9.43441695997494,11.4552834399373,reserve_244
9.0564303696791,12.1633513014158,reserve_245
21.4940916326163,27.4028665231318,reserve_246
13.0526072494563,16.2982405411991,reserve_247
9.1417636169717,14.2165421301776,reserve_248
11.6960687622296,13.5245702939573,reserve_249
15.2884471240584,19.571185151658,reserve_250
11.7707072110412,16.5715102832384,reserve_251
7.69476319408159,11.6370335995512,reserve_252
5.48878298386742,6.72491897130094,reserve_253
13.967003596674,16.2073652426242,reserve_254
18.4614699312706,23.0081877717811,reserve_255
13.5578280262248,28.6922617189953,reserve_256
7.8331015217304,9.16923332700884,reserve_257
16.6231710863952,18.60118566804,reserve_258
18.6190716076881,21.58105021678,reserve_259
4.05430213832154,4.69396999398076,reserve_260
16.2593363318551,18.8872665477663,reserve_261
23.6679056025024,26.8409255535781,reserve_262
16.0012077897836,21.5807612782593,reserve_263
13.6793493381579,17.3106177327535,reserve_264
16.998125085592,20.04133238463,reserve_265
18.3911476057627,21.7499945516307,reserve_266
14.0878315150356,16.6220310143692,reserve_267
13.8855549556967,17.5094688160159,reserve_268
16.2372189577115,19.7279456126583,reserve_269
2.60772170244955,3.40998324057987,reserve_270
6.55314295723727,7.44134865831524,reserve_271
7.4766585439564,8.78634071743337,reserve_272
13.6958556668638,15.3683441117663,reserve_273
16.1560873250312,18.6487782329877,reserve_274
16.0951408582608,19.3436088347693,reserve_275
16.3882477110031,19.2903744443898,reserve_276
19.5521643657573,25.5695149106794,reserve_277
7.9247437706678,9.33652949814965,reserve_278
17.3465774148023,21.5756876044103,reserve_279
16.8797317754222,25.7989180645863,reserve_280
14.7722665300282,18.2271750462478,reserve_281
13.9489366747866,16.4083234518637,reserve_282
12.8437673561188,16.4144583927923,reserve_283
12.2965111087374,16.0342153050391,reserve_284
6.73713542090987,8.48780764649201,reserve_285
10.9544096275316,13.3478054849616,reserve_286
16.4003528823399,19.805218609596,reserve_287
16.5957614888068,17.7514955284617,reserve_288
16.160989691047,18.3332074996264,reserve_289
9.61499016863212,9.4069007480511,reserve_290
6.62230713717483,8.139609347201,reserve_291
17.4534413953866,19.9225439713402,reserve_292
7.43946623456989,8.36101916666808,reserve_293
17.411273001005,18.3727380126386,reserve_294
13.8973615580875,18.6006877407232,reserve_295
19.5027935048844,24.3210869121368,reserve_296
8.47613117238721,10.2431022951183,reserve_297
1.54467610577684,2.28702835296061,reserve_298
14.9544092612436,18.0223736429526,reserve_299
18.1090253515601,21.2768429917352,reserve_300
2.9837779853484,3.4651973476654,reserve_301
4.29435379053541,5.57546383912212,reserve_302
14.8761878734489,19.4605851397772,reserve_303
12.2669879258199,18.7591358044397,reserve_304
14.818601887002,16.6252064561533,reserve_305
15.2680990752153,17.6529426460203,reserve_306
5.63033350891681,7.27595615964794,reserve_307
17.826310402702,21.703805055631,reserve_308
12.8148470203659,26.3066886849785,reserve_309
9.70590533824621,11.6579501248993,reserve_310
22.8344104071559,29.3182737429096,reserve_311
0.0750249759619685,0.0943847363271168,reserve_312
0.765288764669732,1.18920249235922,reserve_313
21.2436236323764,26.0109051031344,reserve_314
11.302669018677,14.6722238961124,reserve_315
7.27314933381536,6.60063675525367,reserve_316
12.0944702749949,15.3361171874086,reserve_317
0.86246889528733,1.35055483304569,reserve_318
8.57852563723296,10.2966711160737,reserve_319
1.39978493538395,2.3261334688603,reserve_320
27.7957167874406,34.1319578301228,reserve_321
21.9979550867298,27.760267715847,reserve_322
16.6600518110733,20.6598206581917,reserve_323
11.284740180266,14.1271956842633,reserve_324
4.54954381161574,5.20366265711752,reserve_325
7.99526079145144,10.0517520451217,reserve_326
8.6017536489473,11.5884599584773,reserve_327
18.6584805084143,22.9893900892249,reserve_328
19.0220062347809,22.1587686241793,reserve_329
13.8252325467104,17.7255092560511,reserve_330
12.181888634298,15.9778293752077,reserve_331
0.517515795758769,0.822265620090119,reserve_332
0.217887050463496,0.341539150758585,reserve_333
19.154428090433,24.3197751125062,reserve_334
14.2281388140069,18.7435446644912,reserve_335
27.1718664146366,33.1148845117456,reserve_336
17.7024787819846,21.2382794930928,reserve_337
0.497273388088667,0.820362780599123,reserve_338
20.880576330066,27.6976768892934,reserve_339
16.618583561494,20.1154451263946,reserve_340
20.7869893674324,25.2710294964538,reserve_341
22.4543467950035,27.4962510143043,reserve_342
21.9876471096078,26.9894895230942,reserve_343
14.0706900201018,17.8276574874873,reserve_344
6.76033499379368,8.53032898911748,reserve_345
18.0415611343002,22.0391289244394,reserve_346
23.9797520402985,26.3575044308307,reserve_347
21.2494812420665,26.0713745065743,reserve_348
20.9443043527085,26.4937243433091,reserve_349
21.1324327604989,26.5371179734803,reserve_350
19.5857736331834,23.2398562509828,reserve_351
25.1568173014987,36.8190275090814,reserve_352
2.52397548008608,3.72655062765822,reserve_353
25.2713017892129,30.3002337077315,reserve_354
19.0229358245688,21.8289673887264,reserve_355
21.281569161519,26.1514869238885,reserve_356
18.7455015974433,23.3486186389315,reserve_357
14.9211821219249,21.2423891964617,reserve_358
21.9317614610074,27.8122108011094,reserve_359
24.4595383706453,27.871863186313,reserve_360
8.55608809032416,11.8767585747745,reserve_361
8.65583703714214,9.67289232114697,reserve_362
25.9022488135753,32.6238471657285,reserve_363
20.7136504368659,25.0614581659841,reserve_364
24.6842546154393,28.7182197506298,reserve_365
10.9350449138703,12.5634120188511,reserve_366
11.7513638814227,14.6915415753041,reserve_367
4.61449706146508,6.0871297426923,reserve_368
10.5769933421263,12.8857902596349,reserve_369
11.3918625651088,15.8749171620858,reserve_370
15.0191600037622,17.8424504560434,reserve_371
10.9518505905823,13.4061657050631,reserve_372
7.16136240265295,9.36454286922054,reserve_373
23.7823184734127,27.8188857278593,reserve_374
12.7067662181385,15.3145063332681,reserve_375
21.228049441215,26.9419922137367,reserve_376
16.7356285466691,19.6185879898032,reserve_377
21.9443733437442,25.7209587245867,reserve_1
17.0468026206575,20.4140356522093,reserve_2
17.8063438134571,21.1243445028701,reserve_3
21.2969800881072,23.4058391229025,reserve_4
18.4074793995959,22.7669707912439,reserve_5
18.5164460062677,21.3816130903965,reserve_6
2.23881305027002,3.38530297045133,reserve_7
26.9986581755327,33.4819884223385,reserve_8
5.74875589492343,7.02950461012212,reserve_9
16.4278682996681,23.6380615759147,reserve_10
13.3275305148992,15.6322625255891,reserve_11
22.8249249702616,25.9402912547996,reserve_12
13.6725506395103,18.5841017396813,reserve_13
23.2120914171894,29.6551081417254,reserve_14
14.9560642571756,19.4539688110855,reserve_15
20.691912282074,26.4372136963939,reserve_16
7.5631748813049,7.80718793503606,reserve_17
22.5287636254803,30.0854440293504,reserve_18
19.5368465377315,25.1306726677951,reserve_19
