Binomial.1.2,order,family,genus,iucn_status,common_name,guild_with_omnivore,guild_only_herbivory,fermentation_simple,trophic_level_herbivore,source_herbi,herbivore_fg_own,herbi_body_mass_bins,mass_kg,mass_kg_carni,maximum_prey_size,largest_accessible_prey_size,prey_range_bins,group_hunting,hunting_style,carnivore_fg_own,source_carni,trophic_level_carni,trophic_level,species,browser,grazer,mixed_feeder,omnivore,feeding_type,fermentation_type,mr_mass_kg,hempson_herbivore_group,trophic_level_hempson
Muntiacus_montanus,Cetartiodactyla,Cervidae,Muntiacus,DD,Sumatran Mountain Muntjac,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,3,17.6198,,,,,,,,,,small herbivore,Muntiacus montanus,1,0,0,0,Browser,Foregut,13.21485,,
Muntiacus_muntjak,Cetartiodactyla,Cervidae,Muntiacus,LC,Southern Red Muntjac,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,2,15.9258,,,,,,,,,,small herbivore,Muntiacus muntjak,1,0,0,0,Browser,Foregut,11.94435,,
Muntiacus_putaoensis,Cetartiodactyla,Cervidae,Muntiacus,DD,Leaf Muntjac,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,1,12,,,,,,,,,,small herbivore,Muntiacus putaoensis,1,0,0,0,Browser,Foregut,9,,
Muntiacus_reevesi,Cetartiodactyla,Cervidae,Muntiacus,LC,Reeves' Muntjac,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,2,13.5,,,,,,,,,,small herbivore,Muntiacus reevesi,1,0,0,0,Browser,Foregut,10.125,,
Muntiacus_rooseveltorum,Cetartiodactyla,Cervidae,Muntiacus,DD,Roosevelts' Muntjac,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,2,15,,,,,,,,,,small herbivore,Muntiacus rooseveltorum,1,0,0,0,Browser,Foregut,11.25,,
Muntiacus_truongsonensis,Cetartiodactyla,Cervidae,Muntiacus,DD,Annamite Muntjac,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,2,15,,,,,,,,,,small herbivore,Muntiacus truongsonensis,1,0,0,0,Browser,Foregut,11.25,,
Muntiacus_vaginalis,Cetartiodactyla,Cervidae,Muntiacus,LC,Northern Red Muntjac,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,3,18.218,,,,,,,,,,small herbivore,Muntiacus vaginalis,1,0,0,0,Browser,Foregut,13.6635,,
Muntiacus_vuquangensis,Cetartiodactyla,Cervidae,Muntiacus,CR,Large-antlered Muntjac,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,5,34,,,,,,,,,,small herbivore,Muntiacus vuquangensis,1,0,0,0,Browser,Foregut,25.5,,
Myrmecophaga_tridactyla,Pilosa,Myrmecophagidae,Myrmecophaga,VU,,,,,small herbivore,Phylacine,not_complete,3,22.3332,,,,,,,,,,small herbivore,Myrmecophaga tridactyla,,,,,Predator,Shortgut,16.7499,,
Naemorhedus_baileyi,Cetartiodactyla,Bovidae,Naemorhedus,VU,Red Goral,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,27.4875,,,,,,,,,,small herbivore,Naemorhedus baileyi,0,0,1,0,Mixed Feeder,Foregut,20.615625,,
Naemorhedus_caudatus,Cetartiodactyla,Bovidae,Naemorhedus,VU,Long-tailed Goral,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,27,,,,,,,,,,small herbivore,Naemorhedus caudatus,0,0,1,0,Mixed Feeder,Foregut,20.25,,
Naemorhedus_goral,Cetartiodactyla,Bovidae,Naemorhedus,NT,Himalayan Goral,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,28.5,,,,,,,,,,small herbivore,Naemorhedus goral,0,0,1,0,Mixed Feeder,Foregut,21.375,,
Naemorhedus_griseus,Cetartiodactyla,Bovidae,Naemorhedus,VU,Chinese Goral,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,25,,,,,,,,,,small herbivore,Naemorhedus griseus,0,0,1,0,Mixed Feeder,Foregut,18.75,,
Nanger_dama,Cetartiodactyla,Bovidae,Nanger,CR,Dama Gazelle,Mixed Feeder,Mixed Feeder,Foregut,medium herbivore,HerbiTRAITS,s2Mixed FeederForegut,6,72.9995,,,,,,,,,,medium herbivore,Nanger dama,0,0,1,0,Mixed Feeder,Foregut,54.749625,Medium-sized social mixed diets,Medium-sized social mixed diets
Nanger_granti,Cetartiodactyla,Bovidae,Nanger,LC,Grant's Gazelle,Mixed Feeder,Mixed Feeder,Foregut,medium herbivore,HerbiTRAITS,s2Mixed FeederForegut,6,54.9997,,,,,,,,,,medium herbivore,Nanger granti,0,0,1,0,Mixed Feeder,Foregut,41.249775,Medium-sized social mixed diets,Medium-sized social mixed diets
Nanger_soemmerringii,Cetartiodactyla,Bovidae,Nanger,VU,Soemmerring's Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,5,40,,,,,,,,,,small herbivore,Nanger soemmerringii,0,0,1,0,Mixed Feeder,Foregut,30,Medium-sized social mixed diets,Medium-sized social mixed diets
Neofelis_diardi,Carnivora,Felidae,Neofelis,VU,,,,,small herbivore,Phylacine,not_complete,3,20.5,20.5,357.929257032506,26.5325,1,solitary,Ambush,small prey predatorsolitaryAmbush,CarniTRAITS,small prey predator,small prey predator,Neofelis diardi,,,,,Predator,Shortgut,15.375,,small prey predator
Neofelis_nebulosa,Carnivora,Felidae,Neofelis,VU,,,,,small herbivore,Phylacine,not_complete,3,20.5,20.5,357.929257032506,26.5325,1,solitary,Ambush,small prey predatorsolitaryAmbush,CarniTRAITS,small prey predator,small prey predator,Neofelis nebulosa,,,,,Predator,Shortgut,15.375,,small prey predator
Neomonachus_schauinslandi,Carnivora,Phocidae,Neomonachus,EN,,,,,large herbivore,Phylacine,not_complete,8,223,,,,,,,,,,large herbivore,Neomonachus schauinslandi,,,,,Predator,Shortgut,167.25,,
Nilgiritragus_hylocrius,Cetartiodactyla,Bovidae,Nilgiritragus,EN,Nilgiri Tahr,Mixed Feeder,Mixed Feeder,Foregut,medium herbivore,HerbiTRAITS,s2Mixed FeederForegut,6,75,,,,,,,,,,medium herbivore,Nilgiritragus hylocrius,0,0,1,0,Mixed Feeder,Foregut,56.25,,
Odobenus_rosmarus,Carnivora,Odobenidae,Odobenus,VU,,,,,large herbivore,Phylacine,not_complete,9,825,,,,,,,,,,large herbivore,Odobenus rosmarus,,,,,Predator,Shortgut,618.75,,
Odocoileus_hemionus,Cetartiodactyla,Cervidae,Odocoileus,LC,Mule Deer,Browser,Browser,Foregut,medium herbivore,HerbiTRAITS,s2BrowserForegut,6,54.2126,,,,,,,,,,medium herbivore,Odocoileus hemionus,1,0,0,0,Browser,Foregut,40.65945,,
Odocoileus_virginianus,Cetartiodactyla,Cervidae,Odocoileus,LC,White-tailed Deer,Browser,Browser,Foregut,medium herbivore,HerbiTRAITS,s2BrowserForegut,6,55.5086,,,,,,,,,,medium herbivore,Odocoileus virginianus,1,0,0,0,Browser,Foregut,41.63145,,
Okapia_johnstoni,Cetartiodactyla,Giraffidae,Okapia,EN,Okapi,Browser,Browser,Foregut,large herbivore,HerbiTRAITS,s3BrowserForegut,8,230.0011,,,,,,,,,,large herbivore,Okapia johnstoni,1,0,0,0,Browser,Foregut,172.500825,Large browsers,Large browsers
Ommatophoca_rossii,Carnivora,Phocidae,Ommatophoca,LC,,,,,large herbivore,Phylacine,not_complete,9,250,,,,,,,,,,large herbivore,Ommatophoca rossii,,,,,Predator,Shortgut,187.5,,
Oreamnos_americanus,Cetartiodactyla,Bovidae,Oreamnos,LC,Mountain Goat,Mixed Feeder,Mixed Feeder,Foregut,medium herbivore,HerbiTRAITS,s2Mixed FeederForegut,6,72.5003,,,,,,,,,,medium herbivore,Oreamnos americanus,0,0,1,0,Mixed Feeder,Foregut,54.375225,,
Oreotragus_oreotragus,Cetartiodactyla,Bovidae,Oreotragus,LC,Klipspringer,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,2,12.9999,,,,,,,,,,small herbivore,Oreotragus oreotragus,1,0,0,0,Browser,Foregut,9.749925,Small nonsocial browsers,Small nonsocial browsers
Orycteropus_afer,Tubulidentata,Orycteropodidae,Orycteropus,LC,,,,,medium herbivore,Phylacine,not_complete,6,52.3504,,,,,,,,,,medium herbivore,Orycteropus afer,,,,,Predator,Shortgut,39.2628,,
Oryx_beisa,Cetartiodactyla,Bovidae,Oryx,NT,Beisa Oryx,Grazer,Grazer,Foregut,large herbivore,HerbiTRAITS,s3GrazerForegut,8,170,,,,,,,,,,large herbivore,Oryx beisa,0,1,0,0,Grazer,Foregut,127.5,Medium-sized social mixed diets,Medium-sized social mixed diets
Oryx_dammah,Cetartiodactyla,Bovidae,Oryx,EW,Scimitar-horned Oryx,Mixed Feeder,Mixed Feeder,Foregut,large herbivore,HerbiTRAITS,s3Mixed FeederForegut,8,200,,,,,,,,,,large herbivore,Oryx dammah,0,0,1,0,Mixed Feeder,Foregut,150,,
Oryx_gazella,Cetartiodactyla,Bovidae,Oryx,LC,Gemsbok,Mixed Feeder,Mixed Feeder,Foregut,large herbivore,HerbiTRAITS,s3Mixed FeederForegut,8,169.0013,,,,,,,,,,large herbivore,Oryx gazella,0,0,1,0,Mixed Feeder,Foregut,126.750975,Medium-sized social mixed diets,Medium-sized social mixed diets
Oryx_leucoryx,Cetartiodactyla,Bovidae,Oryx,VU,Arabian Oryx,Mixed Feeder,Mixed Feeder,Foregut,medium herbivore,HerbiTRAITS,s2Mixed FeederForegut,7,87.7,,,,,,,,,,medium herbivore,Oryx leucoryx,0,0,1,0,Mixed Feeder,Foregut,65.775,,
Otaria_byronia,Carnivora,Otariidae,Otaria,LC,,,,,large herbivore,Phylacine,not_complete,8,140,,,,,,,,,,large herbivore,Otaria byronia,,,,,Predator,Shortgut,105,,
Ourebia_ourebi,Cetartiodactyla,Bovidae,Ourebia,LC,Oribi,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,3,17.25,,,,,,,,,,small herbivore,Ourebia ourebi,0,0,1,0,Mixed Feeder,Foregut,12.9375,Medium-sized social mixed diets,Medium-sized social mixed diets
Ovibos_moschatus,Cetartiodactyla,Bovidae,Ovibos,LC,Muskox,Mixed Feeder,Mixed Feeder,Foregut,large herbivore,HerbiTRAITS,s3Mixed FeederForegut,9,340.5011,,,,,,,,,,large herbivore,Ovibos moschatus,0,0,1,0,Mixed Feeder,Foregut,255.375825,,
Ovis_ammon,Cetartiodactyla,Bovidae,Ovis,NT,Argali,Mixed Feeder,Mixed Feeder,Foregut,large herbivore,HerbiTRAITS,s3Mixed FeederForegut,8,180,,,,,,,,,,large herbivore,Ovis ammon,0,0,1,0,Mixed Feeder,Foregut,135,,
Ovis_canadensis,Cetartiodactyla,Bovidae,Ovis,LC,Bighorn Sheep,Mixed Feeder,Mixed Feeder,Foregut,medium herbivore,HerbiTRAITS,s2Mixed FeederForegut,6,74.6449,,,,,,,,,,medium herbivore,Ovis canadensis,0,0,1,0,Mixed Feeder,Foregut,55.983675,,
Ovis_dalli,Cetartiodactyla,Bovidae,Ovis,LC,Thinhorn Sheep; Dall's Sheep,Grazer,Grazer,Foregut,medium herbivore,HerbiTRAITS,s2GrazerForegut,6,55.6506,,,,,,,,,,medium herbivore,Ovis dalli,0,1,0,0,Grazer,Foregut,41.73795,,
Ovis_nivicola,Cetartiodactyla,Bovidae,Ovis,LC,Snow Sheep,Mixed Feeder,Mixed Feeder,Foregut,medium herbivore,HerbiTRAITS,s2Mixed FeederForegut,7,90,,,,,,,,,,medium herbivore,Ovis nivicola,0,0,1,0,Mixed Feeder,Foregut,67.5,,
Ovis_orientalis,Cetartiodactyla,Bovidae,Ovis,VU,Mouflon,Mixed Feeder,Mixed Feeder,Foregut,medium herbivore,HerbiTRAITS,s2Mixed FeederForegut,6,60,,,,,,,,,,medium herbivore,Ovis orientalis,0,0,1,0,Mixed Feeder,Foregut,45,,
Ozotoceros_bezoarticus,Cetartiodactyla,Cervidae,Ozotoceros,NT,Pampas Deer,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,5,40,,,,,,,,,,small herbivore,Ozotoceros bezoarticus,0,0,1,0,Mixed Feeder,Foregut,30,,
Pagophilus_groenlandicus,Carnivora,Phocidae,Pagophilus,LC,,,,,large herbivore,Phylacine,not_complete,7,120,,,,,,,,,,large herbivore,Pagophilus groenlandicus,,,,,Predator,Shortgut,90,,
Pan_paniscus,Primates,Hominidae,Pan,EN,Bonobo,Browser,Browser,Hindgut,small herbivore,HerbiTRAITS,s1BrowserHindgut,5,34.0001,,,,,,,,,,small herbivore,Pan paniscus,1,0,0,0,Browser,Hindgut,25.500075,,
Pan_troglodytes,Primates,Hominidae,Pan,EN,Chimpanzee,Browser,Browser,Hindgut,small herbivore,HerbiTRAITS,s1BrowserHindgut,5,42.5,,,,,,,,,,small herbivore,Pan troglodytes,1,0,0,0,Browser,Hindgut,31.875,,
Panthera_leo,Carnivora,Felidae,Panthera,VU,,,,,large herbivore,Phylacine,not_complete,8,161.4991,161.4991,3587.0219971,761.613821922436,4,cooperative hunter,Pursuit,large prey predatorcooperative hunterPursuit,CarniTRAITS,large prey predator,large prey predator,Panthera leo,,,,,Predator,Shortgut,121.124325,,large prey predator
Panthera_onca,Carnivora,Felidae,Panthera,NT,,,,,large herbivore,Phylacine,not_complete,7,100,100,1157.81359967563,205.01,1,solitary,Ambush,large prey predatorsolitaryAmbush,CarniTRAITS,large prey predator,large prey predator,Panthera onca,,,,,Predator,Shortgut,75,,large prey predator
Panthera_pardus,Carnivora,Felidae,Panthera,VU,,,,,medium herbivore,Phylacine,not_complete,6,54.9997,54.9997,856.058598779456,103.9843265,1,solitary,Ambush,large prey predatorsolitaryAmbush,CarniTRAITS,large prey predator,large prey predator,Panthera pardus,,,,,Predator,Shortgut,41.249775,,large prey predator
Panthera_tigris,Carnivora,Felidae,Panthera,EN,,,,,large herbivore,Phylacine,not_complete,8,162.564,162.564,1403.06756538493,345.46618,2,solitary,Ambush,large prey predatorsolitaryAmbush,CarniTRAITS,large prey predator,large prey predator,Panthera tigris,,,,,Predator,Shortgut,121.923,,large prey predator
Panthera_uncia,Carnivora,Felidae,Panthera,EN,,,,,small herbivore,Phylacine,not_complete,5,44.167,44.167,745.343967214233,79.664915,1,solitary,Ambush,medium prey predatorsolitaryAmbush,CarniTRAITS,medium prey predator,medium prey predator,Panthera uncia,,,,,Predator,Shortgut,33.12525,,medium prey predator
Pantholops_hodgsonii,Cetartiodactyla,Bovidae,Pantholops,NT,Chiru,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,27.5,,,,,,,,,,small herbivore,Pantholops hodgsonii,0,0,1,0,Mixed Feeder,Foregut,20.625,,
Papio_anubis,Primates,Cercopithecidae,Papio,LC,Olive Baboon,Omnivore,Mixed Feeder,Hindgut,small herbivore,HerbiTRAITS,s1OmnivoreHindgut,4,28.3292,,,,,,,,,,small herbivore,Papio anubis,0,0,1,1,Omnivore,Hindgut,21.2469,,
Papio_cynocephalus,Primates,Cercopithecidae,Papio,LC,Yellow Baboon,Omnivore,Mixed Feeder,Hindgut,small herbivore,HerbiTRAITS,s1OmnivoreHindgut,3,19.484,,,,,,,,,,small herbivore,Papio cynocephalus,0,0,1,1,Omnivore,Hindgut,14.613,,
Papio_hamadryas,Primates,Cercopithecidae,Papio,LC,Hamadryas Baboon,Omnivore,Mixed Feeder,Hindgut,small herbivore,HerbiTRAITS,s1OmnivoreHindgut,2,14.9722,,,,,,,,,,small herbivore,Papio hamadryas,0,0,1,1,Omnivore,Hindgut,11.22915,,
Papio_kindae,Primates,Cercopithecidae,Papio,LC,Kinda Baboon,Omnivore,Mixed Feeder,Hindgut,small herbivore,HerbiTRAITS,s1OmnivoreHindgut,2,13,,,,,,,,,,small herbivore,Papio kindae,0,0,1,1,Omnivore,Hindgut,9.75,,
Papio_papio,Primates,Cercopithecidae,Papio,NT,Guinea Baboon,Omnivore,Mixed Feeder,Hindgut,small herbivore,HerbiTRAITS,s1OmnivoreHindgut,2,15.5002,,,,,,,,,,small herbivore,Papio papio,0,0,1,1,Omnivore,Hindgut,11.62515,,
Papio_ursinus,Primates,Cercopithecidae,Papio,LC,Chacma Baboon,Omnivore,Mixed Feeder,Hindgut,small herbivore,HerbiTRAITS,s1OmnivoreHindgut,4,27.9391,,,,,,,,,,small herbivore,Papio ursinus,0,0,1,1,Omnivore,Hindgut,20.954325,,
Parahyaena_brunnea,Carnivora,Hyaenidae,Parahyaena,NT,,,,,small herbivore,Phylacine,not_complete,4,32.2003,32.2003,585.845049784948,52.7996735,1,solitary,,not_complete,CarniTRAITS,medium prey predator,medium prey predator,Parahyaena brunnea,,,,,Predator,Shortgut,24.150225,,medium prey predator
Pecari_tajacu,Cetartiodactyla,Tayassuidae,Pecari,LC,Collared Peccary,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,3,21.2667,,,,,,,,,,small herbivore,Pecari tajacu,1,0,0,0,Browser,Foregut,15.950025,,
Pelea_capreolus,Cetartiodactyla,Bovidae,Pelea,LC,Grey Rhebok,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,3,20,,,,,,,,,,small herbivore,Pelea capreolus,1,0,0,0,Browser,Foregut,15,Small nonsocial browsers,Small nonsocial browsers
Phacochoerus_aethiopicus,Cetartiodactyla,Suidae,Phacochoerus,LC,Desert Warthog,Grazer,Grazer,Hindgut,medium herbivore,HerbiTRAITS,s2GrazerHindgut,6,71.0003,,,,,,,,,,medium herbivore,Phacochoerus aethiopicus,0,1,0,0,Grazer,Hindgut,53.250225,Nonruminants,Nonruminants
Phacochoerus_africanus,Cetartiodactyla,Suidae,Phacochoerus,LC,Common Warthog,Grazer,Grazer,Hindgut,medium herbivore,HerbiTRAITS,s2GrazerHindgut,7,82.5,,,,,,,,,,medium herbivore,Phacochoerus africanus,0,1,0,0,Grazer,Hindgut,61.875,Nonruminants,Nonruminants
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos,VU,Koala,Browser,Browser,Hindgut,small herbivore,HerbiTRAITS,s1BrowserHindgut,1,10.25,,,,,,,,,,small herbivore,Phascolarctos cinereus,1,0,0,0,Browser,Hindgut,7.6875,,
Philantomba_maxwellii,Cetartiodactyla,Bovidae,Philantomba,LC,Maxwell's Duiker,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,1,12,,,,,,,,,,small herbivore,Philantomba maxwellii,1,0,0,0,Browser,Foregut,9,Small nonsocial browsers,Small nonsocial browsers
Phoca_largha,Carnivora,Phocidae,Phoca,LC,,,,,large herbivore,Phylacine,not_complete,8,150,,,,,,,,,,large herbivore,Phoca largha,,,,,Predator,Shortgut,112.5,,
Phoca_vitulina,Carnivora,Phocidae,Phoca,LC,,,,,large herbivore,Phylacine,not_complete,7,100,,,,,,,,,,large herbivore,Phoca vitulina,,,,,Predator,Shortgut,75,,
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos,EN,,,,,large herbivore,Phylacine,not_complete,7,112.3,,,,,,,,,,large herbivore,Phocarctos hookeri,,,,,Predator,Shortgut,84.225,,
Piliocolobus_bouvieri,Primates,Cercopithecidae,Piliocolobus,CR,Bouvier's Red Colobus,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,1,10.3348,,,,,,,,,,small herbivore,Piliocolobus bouvieri,1,0,0,0,Browser,Foregut,7.7511,,
Piliocolobus_epieni,Primates,Cercopithecidae,Piliocolobus,CR,Niger Delta Red Colobus,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,1,10.3015,,,,,,,,,,small herbivore,Piliocolobus epieni,1,0,0,0,Browser,Foregut,7.726125,,
Piliocolobus_oustaleti,Primates,Cercopithecidae,Piliocolobus,LC,Oustalet's Red Colobus,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,1,10.35,,,,,,,,,,small herbivore,Piliocolobus oustaleti,1,0,0,0,Browser,Foregut,7.7625,,
Piliocolobus_pennantii,Primates,Cercopithecidae,Piliocolobus,EN,Pennant's Red Colobus,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,1,10.896,,,,,,,,,,small herbivore,Piliocolobus pennantii,1,0,0,0,Browser,Foregut,8.172,,
Pongo_abelii,Primates,Hominidae,Pongo,CR,Sumatran Orangutan,Browser,Browser,Hindgut,medium herbivore,HerbiTRAITS,s2BrowserHindgut,6,56.75,,,,,,,,,,medium herbivore,Pongo abelii,1,0,0,0,Browser,Hindgut,42.5625,,
Pongo_pygmaeus,Primates,Hominidae,Pongo,CR,Bornean Orangutan,Browser,Browser,Hindgut,medium herbivore,HerbiTRAITS,s2BrowserHindgut,6,57.15,,,,,,,,,,medium herbivore,Pongo pygmaeus,1,0,0,0,Browser,Hindgut,42.8625,,
Potamochoerus_larvatus,Cetartiodactyla,Suidae,Potamochoerus,LC,Bushpig,Omnivore,Browser,Hindgut,medium herbivore,HerbiTRAITS,s2OmnivoreHindgut,7,97.5,,,,,,,,,,medium herbivore,Potamochoerus larvatus,1,0,0,1,Omnivore,Hindgut,73.125,Nonruminants,Nonruminants
Potamochoerus_porcus,Cetartiodactyla,Suidae,Potamochoerus,LC,Red River Hog,Omnivore,Browser,Hindgut,medium herbivore,HerbiTRAITS,s2OmnivoreHindgut,6,70.0003,,,,,,,,,,medium herbivore,Potamochoerus porcus,1,0,0,1,Omnivore,Hindgut,52.500225,Nonruminants,Nonruminants
Priodontes_maximus,Cingulata,CingulataFam,Priodontes,VU,,,,,medium herbivore,Phylacine,not_complete,5,45.3597,,,,,,,,,,medium herbivore,Priodontes maximus,,,,,Predator,Shortgut,34.019775,,
Procapra_gutturosa,Cetartiodactyla,Bovidae,Procapra,LC,Mongolian Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,27.75,,,,,,,,,,small herbivore,Procapra gutturosa,0,0,1,0,Mixed Feeder,Foregut,20.8125,,
Procapra_picticaudata,Cetartiodactyla,Bovidae,Procapra,NT,Tibetan Gazelle,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,3,20,,,,,,,,,,small herbivore,Procapra picticaudata,1,0,0,0,Browser,Foregut,15,,
